source,block,path,arm,complete,failure_reason,salary_spend,cap_legal,position_legal,top_n_legal,roster
actual,3,15,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,16,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | KC Concepcion | Tony Pollard | Tyler Warren
actual,3,17,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,18,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,19,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,20,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jalen Coker | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,21,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,22,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,23,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | Quentin Johnston | Tony Pollard | Tyler Warren
actual,3,24,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,25,baseline,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | Khalil Shakir | Tony Pollard | Tyler Warren
actual,3,26,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,27,baseline,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jordan Addison | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,28,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | Romeo Doubs | Tony Pollard | Tyler Warren
actual,3,29,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | Stefon Diggs | Tony Pollard | Tyler Warren
actual,3,30,baseline,True,,293.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Hunter Henry | Jalen Coker | Josh Jacobs | Tyler Warren
actual,3,31,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,0,shortlist,True,,294.0,True,True,True,Bucky Irving | Christian McCaffrey | Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Jakobi Meyers | Jordan Love | Tee Higgins | Tetairoa McMillan | Tony Pollard | TreVeyon Henderson | Tyler Warren
actual,3,1,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Matthew Stafford | Tony Pollard | Tyler Warren | Wan'Dale Robinson
actual,3,2,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,3,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jakobi Meyers | Kenyon Sadiq | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,4,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,5,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jacory Croskey-Merritt | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,6,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,7,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,8,shortlist,True,,296.0,True,True,True,Brian Robinson | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Makai Lemon | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,9,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jakobi Meyers | Jalen Coker | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,10,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,11,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Stefon Diggs | Tony Pollard | Tyler Warren
actual,3,12,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Matthew Stafford | Tony Pollard | Tyler Warren | Xavier Worthy
actual,3,13,shortlist,True,,297.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | KC Concepcion | Matthew Stafford | RJ Harvey | Tony Pollard | Tyler Warren
actual,3,14,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Quentin Johnston | Tony Pollard | Tyler Warren
actual,3,15,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jacory Croskey-Merritt | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,16,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | KC Concepcion | Matthew Stafford | T.J. Hockenson | Tony Pollard | Tyler Warren
actual,3,17,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,18,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | Colston Loveland | David Montgomery | De'Von Achane | Drake Maye | Emeka Egbuka | George Pickens | Tony Pollard | TreVeyon Henderson
actual,3,19,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Stefon Diggs | Tony Pollard | Tyler Warren
actual,3,20,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jalen Coker | Matthew Stafford | Samaje Perine | Tony Pollard | Tyler Warren
actual,3,21,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,22,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,23,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Matthew Stafford | Quentin Johnston | Tony Pollard | Tyler Warren
actual,3,24,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,25,shortlist,True,,298.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | Dallas Goedert | De'Von Achane | Drake Maye | George Pickens | Khalil Shakir | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,26,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,27,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jordan Addison | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,28,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Matthew Stafford | Romeo Doubs | Tony Pollard | Tyler Warren
actual,3,29,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Matthew Stafford | Stefon Diggs | Tony Pollard | Tyler Warren
actual,3,30,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | De'Zhaun Stribling | Drake Maye | George Pickens | Hunter Henry | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,31,shortlist,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Quentin Johnston | Tony Pollard | Tyler Warren
actual,3,0,full_exact,True,,294.0,True,True,True,Bucky Irving | Christian McCaffrey | Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Jakobi Meyers | Jordan Love | Tee Higgins | Tetairoa McMillan | Tony Pollard | TreVeyon Henderson | Tyler Warren
actual,3,1,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Matthew Stafford | Tony Pollard | Tyler Warren | Wan'Dale Robinson
actual,3,2,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,3,full_exact,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jakobi Meyers | Kenyon Sadiq | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,4,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,5,full_exact,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jacory Croskey-Merritt | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,6,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,7,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,8,full_exact,True,,296.0,True,True,True,Brian Robinson | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Makai Lemon | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,9,full_exact,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jakobi Meyers | Jalen Coker | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,10,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,11,full_exact,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Stefon Diggs | Tony Pollard | Tyler Warren
actual,3,12,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Matthew Stafford | Tony Pollard | Tyler Warren | Xavier Worthy
actual,3,13,full_exact,True,,297.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | KC Concepcion | Matthew Stafford | RJ Harvey | Tony Pollard | Tyler Warren
actual,3,14,full_exact,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Quentin Johnston | Tony Pollard | Tyler Warren
actual,3,15,full_exact,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jacory Croskey-Merritt | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,3,16,full_exact,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | KC Concepcion | Matthew Stafford | T.J. Hockenson | Tony Pollard | Tyler Warren
actual,3,17,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
